url,filename,uppercaption,lowercaption,views,upvote
https://i.imgflip.com/4jwhq8.jpg,Confused-Lebowski.jpg,"we can call veggie burgers  ""burgers""","but we gotta call almond milk ""nut juice?""",61,0
https://i.imgflip.com/3imikk.jpg,Confused-Lebowski.jpg,"it's not ""boomer"" it's dude","want me to call you ""milly""?",601,0
https://i.imgflip.com/25nipy.jpg,Confused-Lebowski.jpg,i wonder when the world is going to stop making the same mistakes,and then i realized that would require them admitting that they were wrong,138,0
https://i.imgflip.com/1in4eo.jpg,Confused-Lebowski.jpg,hundreds of harmless people surprise cheeto banhammered,but boy do i feel nominally safer from something less likely than a shark attack.,249,0
https://i.imgflip.com/1iasbf.jpg,Confused-Lebowski.jpg,the dude thinks maybe you should post the same cars for sale,one more time!!!!!,206,0
https://i.imgflip.com/1cnedv.jpg,Confused-Lebowski.jpg,"""vogue endorses hillary clinton for president of the united states""",they're giving political opinions followed by a muffin recipe and new york dating advice?,303,0
https://i.imgflip.com/xkuw0.jpg,Confused-Lebowski.jpg,i dont always use the wrong captions on memes,but when i do people realize stormfeather  looks alot like dicaprio man...,761,0
https://i.imgflip.com/10r0kx.jpg,Confused-Lebowski.jpg,the hippies think there so enlightened,but there a bunch of marxist useful idiots that ruined the west,6043,0
https://i.imgflip.com/3e4w2n.jpg,Confused-Lebowski.jpg,only time i turn the other cheek,is so you can kiss the one i'm sitting on,761,0
https://i.imgflip.com/5rgvvv.jpg,Joker-Rainbow-Hands.jpg,by not taking anything in life more seriously than you take yourself,you take yourself too seriously to be anything more than a joke,441,4
https://i.imgflip.com/57lgme.jpg,Joker-Rainbow-Hands.jpg,muh names jeff,nobody: jeff:,704,4
https://i.imgflip.com/4us7pd.jpg,Joker-Rainbow-Hands.jpg,i like life,but its full of crap,695,3
https://i.imgflip.com/3glm9p.jpg,Joker-Rainbow-Hands.jpg,when you use the spray,and the bathroom smells like tropical ass,2646,8
https://i.imgflip.com/4slavu.jpg,Joker-Rainbow-Hands.jpg,when it's a,womanditory fun day,692,2
https://i.imgflip.com/4nt285.jpg,Joker-Rainbow-Hands.jpg,when you're cynical af,but still trying to spread some joy,871,2
https://i.imgflip.com/1hoybh.jpg,Joker-Rainbow-Hands.jpg,if i worked for the government,everything i did that got me in this jail would be legal,4846,30
https://i.imgflip.com/3nsejp.jpg,Joker-Rainbow-Hands.jpg,so what i blew up a hospital,they were all gonna die anyway,1911,4
https://i.imgflip.com/3wi32l.jpg,Joker-Rainbow-Hands.jpg,2020,the year everyone found out what it feels like to be a social outcast ranting on the internet,2954,3
https://i.imgflip.com/3wqbwr.jpg,Joker-Rainbow-Hands.jpg,insaaaanity,spongebob irl,2301,4
https://i.imgflip.com/3xlqw2.jpg,Joker-Rainbow-Hands.jpg,i'm not a monster,i'm just under the curve,1314,3
https://i.imgflip.com/2wc96g.jpg,Joker-Rainbow-Hands.jpg,when its monday,but all the teachers try to act like its a good day,2204,7
https://i.imgflip.com/3g054t.jpg,Joker-Rainbow-Hands.jpg,spongebob meme,better than,1785,5
https://i.imgflip.com/3mpn6k.jpg,Joker-Rainbow-Hands.jpg,when you have a temper,but luckily* you're charming.*,1988,3
https://i.imgflip.com/4slb4t.jpg,Joker-Rainbow-Hands.jpg,when it's a,womandatory fun day,433,1
https://i.imgflip.com/1yemj0.jpg,Joker-Rainbow-Hands.jpg,i've noticed that when people are joking they're usually dead serious,"and when they're serious, they're usually pretty funny",3129,0
https://i.imgflip.com/3hw48f.jpg,Joker-Rainbow-Hands.jpg,my reaction when,the patriarchy tries to intimidate me,1695,3
https://i.imgflip.com/3ldi1a.jpg,Joker-Rainbow-Hands.jpg,i'm not here for meaningful dialogue or to sway others,i'm just here to crack wise and make them look ridiculous defending their positions!,2126,3
https://i.imgflip.com/2z138w.jpg,Joker-Rainbow-Hands.jpg,here’s something for the,westbrook baptist church,1522,0
https://i.imgflip.com/2h1egk.jpg,Joker-Rainbow-Hands.jpg,imaaaaginat-,"oh wait, wrong meme.",1527,5
https://i.imgflip.com/3e1g9e.jpg,Joker-Rainbow-Hands.jpg,hand hygiene,is no joke,1696,2
https://i.imgflip.com/4aajks.jpg,Joker-Rainbow-Hands.jpg,the problem with intelligence versus experience... intelligence is coming up with a new untested answer,experience is remembering an answer that worked 4 years ago,1030,1
https://i.imgflip.com/2l53zn.jpg,Joker-Rainbow-Hands.jpg,halloween,when all the youtubers learn how to use greenscreens and wires,1866,0
https://i.imgflip.com/2vuxft.jpg,Joker-Rainbow-Hands.jpg,i want to audition for spongebob,byhaaaaaaaaa,1135,3
https://i.imgflip.com/1qr8wz.jpg,Joker-Rainbow-Hands.jpg,"exposes police corruption, devastates criminal underworld, and burns all cash seized from criminals rather than keep it",good guy joker,1957,0
https://i.imgflip.com/2xonas.jpg,Joker-Rainbow-Hands.jpg,you'd hide your face too,if everybody was after your lucky charms,902,2
https://i.imgflip.com/2r05ww.jpg,Joker-Rainbow-Hands.jpg,im not satan,im satan's daddy,803,3
https://i.imgflip.com/1scm5m.jpg,Joker-Rainbow-Hands.jpg,when she comes to visit you,when you're in lock up,1202,4
https://i.imgflip.com/1enbkv.jpg,Joker-Rainbow-Hands.jpg,"as a liberal, no matter the outcome of a presidential election, i greatly value tolerance and diversity",just joking,1794,5
https://i.imgflip.com/1bdo6b.jpg,Joker-Rainbow-Hands.jpg,the meme aftermath of the debate,now here we go,1434,6
https://i.imgflip.com/36qvr2.jpg,Joker-Rainbow-Hands.jpg,mind readers are like molesters,they get inside you whether you like it or not.,1361,1
https://i.imgflip.com/1q4siy.jpg,Joker-Rainbow-Hands.jpg,i'm a feminist men's rights activist,your argument is invalid,1116,3
https://i.imgflip.com/19fj1o.jpg,Joker-Rainbow-Hands.jpg,you wanna know,how i got this rainbow?,1136,4
https://i.imgflip.com/2znqsa.jpg,Joker-Rainbow-Hands.jpg,when you had a hard day at work,and you try to hold your sanity,3790,0
https://i.imgflip.com/1jftn7.jpg,Joker-Rainbow-Hands.jpg,i'm the only one around here stealing spongebob's meme,but that's none of my business,1562,3
https://i.imgflip.com/173n35.jpg,Joker-Rainbow-Hands.jpg,when u cross batman,and sponge bob,364,4
https://i.imgflip.com/1n3946.jpg,Joker-Rainbow-Hands.jpg,the only thing magically delicious,is in my lap,412,3
https://i.imgflip.com/1joxv7.jpg,Joker-Rainbow-Hands.jpg,i'm not a bad guy,can't you see i'm ronald mcdonald,1305,3
https://i.imgflip.com/2grfo5.jpg,Joker-Rainbow-Hands.jpg,a rainbow of,happiness,929,1
https://i.imgflip.com/1iftmk.jpg,Joker-Rainbow-Hands.jpg,i'm spongebob,imagination,1021,2
https://i.imgflip.com/1fwiff.jpg,Joker-Rainbow-Hands.jpg,this is you,throwing stones from your glass house,4640,0
https://i.imgflip.com/1bn2j3.jpg,Joker-Rainbow-Hands.jpg,if you let me out ill,show you the real rainbow and pot of gold,1015,2
https://i.imgflip.com/1s44zz.jpg,Joker-Rainbow-Hands.jpg,"first we couldnt play ""move b17ch get out the way""... then i had to delete ""smack my b17tch up"" from the playlist",soon the radio will be entirely justin bieber and drake songs,256,0
https://i.imgflip.com/zh8ag.jpg,Joker-Rainbow-Hands.jpg,rainbow,the lsd,1062,2
https://i.imgflip.com/1x048n.jpg,Joker-Rainbow-Hands.jpg,so we give up all our rights and give the police military equipment,then they spend billions on special training only to get worse at stopping active shooters?,981,2
https://i.imgflip.com/10klce.jpg,Joker-Rainbow-Hands.jpg,reading rainbow dearie,reading rainbow,4180,1
https://i.imgflip.com/1i8gqp.jpg,Joker-Rainbow-Hands.jpg,finding love,as crazy as me!!!,337,1
https://i.imgflip.com/1f5aii.jpg,Joker-Rainbow-Hands.jpg,when you are a killer,but still think about world peace,613,1
https://i.imgflip.com/2zsw9n.jpg,Joker-Rainbow-Hands.jpg,hey look guys,im spongebob,490,0
https://i.imgflip.com/xvjvz.jpg,Joker-Rainbow-Hands.jpg,that is,very gay,572,1
https://i.imgflip.com/1rrmsi.jpg,Joker-Rainbow-Hands.jpg,when you are busy everyone calls you but,when you need to talk to someone nobody will be there,3068,0
https://i.imgflip.com/1nau1j.jpg,Joker-Rainbow-Hands.jpg,honda and toyota,"keep their major manufacturing sites in the united states to strategically reserve them outside the japanese homeland in the event of actual war these facilities will be collecting the pots, pans and nylons",2922,0
https://i.imgflip.com/1tuind.jpg,Joker-Rainbow-Hands.jpg,well u can either have your sissy gays,"or the muslims, u obviously can't have both here",1773,1
https://i.imgflip.com/51wbss.jpg,Joker-Rainbow-Hands.jpg,"parents: ""you're not bi, there were no signs!""",the signs:,258,1
https://i.imgflip.com/3aixxo.jpg,Joker-Rainbow-Hands.jpg,so there i was,laughing at your balance sheet,1061,0
https://i.imgflip.com/4789n0.jpg,Joker-Rainbow-Hands.jpg,-the being near till poor student's condition,"is when you hard deciding by which number to drop are toilet's cabin digestion wastes this basing over lack of clear paper savings, using water just also making problems with wipe material, again no good.",265,1
https://i.imgflip.com/3qgq4g.jpg,Joker-Rainbow-Hands.jpg,imagine being the rainbow,when your the rain,228,1
https://i.imgflip.com/2ne5ke.jpg,Joker-Rainbow-Hands.jpg,find joker with rainbow hands,"reward (which you probably won't get) $500,000,000,000,000",390,1
https://i.imgflip.com/1fbuwk.jpg,Joker-Rainbow-Hands.jpg,you don't need to vaccinate because you have an immune system,but you detox when you have a liver?,1048,0
https://i.imgflip.com/14rqxo.jpg,Joker-Rainbow-Hands.jpg,when someone asks your gay friend,if they're gay...,441,1
https://i.imgflip.com/4pna06.jpg,Joker-Rainbow-Hands.jpg,-it's great when your neighbors for living ladder could to share with you a portion of salt at ask,"not only knife's stabbed wounds all over the body in sharp psychosis condition, gone how affected, making hurt for themselves earlier as thee are visited their flat, having huge mental problems.",92,0
https://i.imgflip.com/4mryug.jpg,Joker-Rainbow-Hands.jpg,i’m not a monster,i’m just under the curve,49,0
https://i.imgflip.com/40v583.jpg,Joker-Rainbow-Hands.jpg,when you wake up and it's 5:30 on a monday morning,but at least you woke up,134,0
https://i.imgflip.com/3n2lm2.jpg,Joker-Rainbow-Hands.jpg,in hazbin hotel,this would be charlie,897,0
https://i.imgflip.com/32nuyw.jpg,Joker-Rainbow-Hands.jpg,the rainbow you see? it's part of your,immaaaaaaaggiiiiinaaaaaaatiiiioooooon,539,0
https://i.imgflip.com/2kuwgi.jpg,Joker-Rainbow-Hands.jpg,you wanna know how i got this rainbow,my wife never caught a rainbow before. i wen't outside  and grab one  and now she can't stand the site of me,258,0
https://i.imgflip.com/2jrm4g.jpg,Joker-Rainbow-Hands.jpg,i is,spongebob,171,0
https://i.imgflip.com/2ealvq.jpg,Joker-Rainbow-Hands.jpg,when your crush says you are a good guy,then you are like,619,0
https://i.imgflip.com/2a11fg.jpg,Joker-Rainbow-Hands.jpg,"no sir, i'm not a secret agent, bomb expert or hacker",i just search in google and i have no life,920,0
https://i.imgflip.com/27q5cq.jpg,Joker-Rainbow-Hands.jpg,taste the,rainbow,156,0
https://i.imgflip.com/246trx.jpg,Joker-Rainbow-Hands.jpg,life is what,you make it,645,0
https://i.imgflip.com/1udw17.jpg,Joker-Rainbow-Hands.jpg,always look at the bright side of life,just another couples of years in jail,851,0
https://i.imgflip.com/1djcfg.jpg,Joker-Rainbow-Hands.jpg,i didn't know the joker,was gay,655,0
https://i.imgflip.com/18ddpp.jpg,Joker-Rainbow-Hands.jpg,expand,your arms,615,0
https://i.imgflip.com/1kh2vy.jpg,Joker-Rainbow-Hands.jpg,rainbows are a prism effect.  light refracting off of curved glass,the natural rainbows we see outdoors indicate that our sky has a curved glass cover,687,0
https://i.imgflip.com/23iezw.jpg,Joker-Rainbow-Hands.jpg,america in a nutshell,"it's all just a game, until the country ends up in flames, and everyone else but themselves are to blame.",2375,0
https://i.imgflip.com/2fek70.jpg,Joker-Rainbow-Hands.jpg,rainbows,sure signs of a mental issue,1286,3
https://i.imgflip.com/5wc8mz.jpg,Facepalm-Bear.jpg,favorite outdoor activity,is going back inside,266,5
https://i.imgflip.com/4k80yc.jpg,Facepalm-Bear.jpg,crazy country facebook group,please stop! you're giving me  a headache,1072,4
https://i.imgflip.com/5c7twj.jpg,Facepalm-Bear.jpg,gummy bear song,are so stupid,348,1
https://i.imgflip.com/43mlvr.jpg,Facepalm-Bear.jpg,when my child runs into a glass door,and then the other does the same thing after already seeing what happened,2450,5
https://i.imgflip.com/2e2q4p.jpg,Facepalm-Bear.jpg,i stopped at a local drive-in last week for a strawberry shake,the girl working there asked me if i wanted strawberries in it.,4357,0
https://i.imgflip.com/42i74f.jpg,Facepalm-Bear.jpg,me: runs into a wall,my mom:,1796,0
https://i.imgflip.com/2sy2u6.jpg,Facepalm-Bear.jpg,when you attend a career fair and half the people that stop by are like,"""i can job for you""",4647,0
https://i.imgflip.com/2n6h8l.jpg,Facepalm-Bear.jpg,"looking through drunken, sleep deprived ""latest"" at 2am","""omg these are so bad""",3376,0
https://i.imgflip.com/518p4f.jpg,Facepalm-Bear.jpg,me,when i type grand instead of hundred,236,1
https://i.imgflip.com/5kphf7.jpg,Facepalm-Bear.jpg,when your mom vollentiers you,to do something embarresing,219,0
https://i.imgflip.com/44nxwn.jpg,Facepalm-Bear.jpg,isn't this sad,even animals know that racism isn't right,1945,0
https://i.imgflip.com/3rjii5.jpg,Facepalm-Bear.jpg,me after accidentally clicking on generate meme,before it's even created,1325,3
https://i.imgflip.com/4m3dl2.jpg,Facepalm-Bear.jpg,when you put,pineapple on pizza,853,1
https://i.imgflip.com/1uc186.jpg,Facepalm-Bear.jpg,when you create a new imgflip account after years of being gone,but forget how to rename the title on any of your images,2296,0
https://i.imgflip.com/1eln0q.jpg,Facepalm-Bear.jpg,the doctor told me i'm bi-polar,i just can't bear it,4501,14
https://i.imgflip.com/42sdu5.jpg,Facepalm-Bear.jpg,please,bear with me,2337,2
https://i.imgflip.com/2sz5zv.jpg,Facepalm-Bear.jpg,"me: i need help with my homework     mum: i can't help you, i don't understand it","me: what don't you understand?  mum: ""parallelogram""",1373,5
https://i.imgflip.com/30i5ef.jpg,Facepalm-Bear.jpg,kid: hey mommy!               me: yes.               kid: what do you call a grizzly bear with no teeth?         me: lol i have no idea.                  kid: a gummy bear 😂,"as corny as it was, it made me crack up, as i didn’t expect that to be the answer! 😂",1428,3
https://i.imgflip.com/2k5f9x.jpg,Facepalm-Bear.jpg,when they,dont listen,1098,4
https://i.imgflip.com/4108zv.jpg,Facepalm-Bear.jpg,"""we'll just bleach the tips"" she said, ""it'll be fine!""","hunting seasons next week, you see lots of snow? you know how far it is to the arctic? i'm a white bear in north carolina, i'm screwed",277,1
https://i.imgflip.com/40wtrk.jpg,Facepalm-Bear.jpg,i thought,coronavirus was an sti,719,1
https://i.imgflip.com/1ymn10.jpg,Facepalm-Bear.jpg,when your brother asks,when is the 4th of july,1636,5
https://i.imgflip.com/12j9x4.jpg,Facepalm-Bear.jpg,when your friends tell you,all the stupid shit you did while you were drunk last night,7710,9
https://i.imgflip.com/3oi0m3.jpg,Facepalm-Bear.jpg,when u ask them what day it is,but they reply with rose day instead of friday 😐,415,1
https://i.imgflip.com/198iml.jpg,Facepalm-Bear.jpg,when you finally get to talk to crush,and you only get to say ''hi'',1571,7
https://i.imgflip.com/3odffx.jpg,Facepalm-Bear.jpg,you always blame me,i did not take the coffee,985,1
https://i.imgflip.com/18kpmi.jpg,Facepalm-Bear.jpg,when you can't submit any memes for a day,because you used up all your submissions at 1:00 in the morning,1745,7
https://i.imgflip.com/1qyczd.jpg,Facepalm-Bear.jpg,face i made when,trump walked out of the paris accord,762,0
https://i.imgflip.com/zw1b2.jpg,Facepalm-Bear.jpg,that pun was,pawsitivly unbearable!,62438,0
https://i.imgflip.com/2dafo3.jpg,Facepalm-Bear.jpg,that moment when wattpad starts breaking down,and nobody does anything to entirely solve it,421,0
https://i.imgflip.com/165sdb.jpg,Facepalm-Bear.jpg,"my phone died in the chargerless car, so i had to talk to my family",they seem like nice people,1423,5
https://i.imgflip.com/25ed67.jpg,Facepalm-Bear.jpg,not another,"word, please.",1603,2
https://i.imgflip.com/1bibpg.jpg,Facepalm-Bear.jpg,when you run out of gas,right next to the station,5401,0
https://i.imgflip.com/101egg.jpg,Facepalm-Bear.jpg,you make,my brain hurt,4447,4
https://i.imgflip.com/26ntzs.jpg,Facepalm-Bear.jpg,people talking about cultural appropriation,"on march 17, while drinking green beer",1001,2
https://i.imgflip.com/2dl92h.jpg,Facepalm-Bear.jpg,when i made a meme that i had 2000+ views,and then six months later i finally find out that it had a spelling error that made it made no actual sense because my mom pointed it out,1785,0
https://i.imgflip.com/2utdmx.jpg,Facepalm-Bear.jpg,when you start using fancy political terms,and nobody knows what you're talking about,881,1
https://i.imgflip.com/2fvfif.jpg,Facepalm-Bear.jpg,when you about to walk in your parents room,"and hear ""harder daddy!""",2356,1
https://i.imgflip.com/18o0mi.jpg,Facepalm-Bear.jpg,when someone tells you,"that pokemon go is an app, not a game",897,0
https://i.imgflip.com/1q710q.jpg,Facepalm-Bear.jpg,had to send a file 3 times,just send me home now...,506,2
https://i.imgflip.com/2b36s7.jpg,Facepalm-Bear.jpg,mary had a little lamb. she also had a bear,i never saw her little lamb. but i often saw her bare.,965,0
https://i.imgflip.com/1c66kk.jpg,Facepalm-Bear.jpg,when you roll up,in to school with your underwear showing,1003,0
https://i.imgflip.com/13u9we.jpg,Facepalm-Bear.jpg,that moment when you realize,your daughters are growing up...,3304,2
https://i.imgflip.com/29s64z.jpg,Facepalm-Bear.jpg,mamaf**ker,why,186,1
https://i.imgflip.com/12rjr0.jpg,Facepalm-Bear.jpg,duh! not again,now what was i trying to find?,2288,2
https://i.imgflip.com/1a93t8.jpg,Facepalm-Bear.jpg,if hillary asked,what's aleppo?,852,2
https://i.imgflip.com/14anh2.jpg,Facepalm-Bear.jpg,why whenever i hear a politician                      say                 transparency,i get nothing but opaqueness ?,1286,2
https://i.imgflip.com/y0uva.jpg,Facepalm-Bear.jpg,you did not just say,1+1=1,539,2
https://i.imgflip.com/zbgbl.jpg,Facepalm-Bear.jpg,climate change,isn't real,2443,0
https://i.imgflip.com/1w1aid.jpg,Facepalm-Bear.jpg,every time i watch the news i think,the human race will not survive,829,1
https://i.imgflip.com/1mfasi.jpg,Facepalm-Bear.jpg,please tell me,he did not just say that,763,1
https://i.imgflip.com/1hpsj4.jpg,Facepalm-Bear.jpg,gawd i just seen naked pictures of you on the internet,it was unbearable,776,2
https://i.imgflip.com/1gaz8q.jpg,Facepalm-Bear.jpg,when dad falls off the roof again,doh!,1073,1
https://i.imgflip.com/1rp72g.jpg,Facepalm-Bear.jpg,me chinese me play joke,me pee in his coke,1069,0
https://i.imgflip.com/165bhr.jpg,Facepalm-Bear.jpg,to watch,that scene was,612,1
https://i.imgflip.com/10su3p.jpg,Facepalm-Bear.jpg,if the call bell didn't turn the tv on the 1st time,why would it the next 20 sodden times,780,2
https://i.imgflip.com/1uwbwd.jpg,Facepalm-Bear.jpg,that feeling you get when you realize,you've accomplished  nothing,1190,0
https://i.imgflip.com/112mqn.jpg,Facepalm-Bear.jpg,when your gf realizes that u have a,side chick,1094,0
https://i.imgflip.com/4ed1so.jpg,Facepalm-Bear.jpg,the unbearable high,of dopamine,161,0
https://i.imgflip.com/457kg5.jpg,Facepalm-Bear.jpg,now who hide my,foxs mints,123,0
https://i.imgflip.com/3vxlej.jpg,Facepalm-Bear.jpg,we thought online school was great,until we get 12 assignments per day,124,0
https://i.imgflip.com/2bgixa.jpg,Facepalm-Bear.jpg,when someone says they cant wait,to have kids,294,0
https://i.imgflip.com/27d769.jpg,Facepalm-Bear.jpg,polar bear:come on man do you even have the right,man: what right       polar bear:the right to bear arms come on man,684,0
https://i.imgflip.com/26xq0f.jpg,Facepalm-Bear.jpg,that moment when,your friend does something stupid in public,969,0
https://i.imgflip.com/259hi9.jpg,Facepalm-Bear.jpg,that moment when you realize,"someone you thought was cool is, in fact, a douche",228,0
https://i.imgflip.com/1r12wg.jpg,Facepalm-Bear.jpg,when your client asks,to speak to someone in product,212,0
https://i.imgflip.com/1q0k8n.jpg,Facepalm-Bear.jpg,"look, all i'm saying is","if polar bears tasted better, there would be more of them",210,0
https://i.imgflip.com/1acorl.jpg,Facepalm-Bear.jpg,when someone who only reads headlines,shares their political opinion on facebook,477,0
https://i.imgflip.com/1ole4h.jpg,Facepalm-Bear.jpg,globalists win,oh france,317,0
https://i.imgflip.com/65xtqo.jpg,rod-serling-twilight-zone.jpg,imagine if you will,"a workplace where employees share the profits equally, vote on all changes to company rules and regulations, and produce necessities for the community.",64,1
https://i.imgflip.com/3ts4tg.jpg,rod-serling-twilight-zone.jpg,i didn't expect when we changed clocks earlier this month,we would go from standard time to the twilight zone.,10005,0
https://i.imgflip.com/5w9pwg.jpg,rod-serling-twilight-zone.jpg,you both need to wear,that diaper on your face,376,1
https://i.imgflip.com/3scmra.jpg,rod-serling-twilight-zone.jpg,welcome to the,containment zone,12119,0
https://i.imgflip.com/2h9gwg.jpg,rod-serling-twilight-zone.jpg,imagine if you will,a country where a shoe ad is more controversial than a school shooting.,19202,0
https://i.imgflip.com/5kkmkr.jpg,rod-serling-twilight-zone.jpg,imagine if you will,a happy little world where extroverts leave introverts be and don’t ask why they’re quiet,1171,4
https://i.imgflip.com/55j4lr.jpg,rod-serling-twilight-zone.jpg,"imagine, if you will","a world where memes are fact checked, but ballots aren't",1486,0
https://i.imgflip.com/29j5vl.jpg,rod-serling-twilight-zone.jpg,"imagine if you will, a country where people order chinese food everyday, and they are ""celebrating diversity.""","but when a teenager wears a chinese dress to her prom, she's an ""evil white girl,"" that has ""appropriated another culture.""",5130,0
https://i.imgflip.com/3vh4ys.jpg,rod-serling-twilight-zone.jpg,imagine if you will,a world where some idiots like to eat bat soup,2232,0
https://i.imgflip.com/5kkokc.jpg,rod-serling-twilight-zone.jpg,imagine if you will a world,"where you can post a funny, innocent meme, joke, or fanart on the chosen fan club and not be called sacrilegious or a heretic for it",360,1
https://i.imgflip.com/47aawl.jpg,rod-serling-twilight-zone.jpg,imagine if you will a year so bizarre,that kanye west running for president seems to make perfect sense,990,0
https://i.imgflip.com/5eq0kc.jpg,rod-serling-twilight-zone.jpg,"imagine, if you will",an imgflip where every fourth meme isn't fortnite hating,415,0
https://i.imgflip.com/1pw64i.jpg,rod-serling-twilight-zone.jpg,imagine if you will,"a guy with a man bun, in a romper, vaping",28786,0
https://i.imgflip.com/3yxm7o.jpg,rod-serling-twilight-zone.jpg,"imagine, if you will, a world where cinco de mayo falls on taco tuesday",only to be ruined by a virus named after a mexican beer 🍺,38789,5
https://i.imgflip.com/2himij.jpg,rod-serling-twilight-zone.jpg,"imagine if you will, a culture  that mocks the very idea of chivalry",then expects the dine-and-dash dater to serve prison time.,1637,16
https://i.imgflip.com/54ci9t.jpg,rod-serling-twilight-zone.jpg,"imagine if you will, being landlocked on an island","that was life for some countries 1,000 years back",474,2
https://i.imgflip.com/2rizke.jpg,rod-serling-twilight-zone.jpg,"there is a fifth dimension, beyond that which is known to freelance millennials. this dimension is called",'the office',2799,0
https://i.imgflip.com/2fjlws.jpg,rod-serling-twilight-zone.jpg,imagine if you will,"you're traveling through a community, a dimension not only of sight and sound but of mind. a journey into a wondrous site whose boundaries are that of imagination. that's the post up ahead - your next stop, imgflip!",2416,0
https://i.imgflip.com/306jiz.jpg,rod-serling-twilight-zone.jpg,if i had a dime for every time someone says that,i'd have a lot of dimes,1545,8
https://i.imgflip.com/5hl07n.jpg,rod-serling-twilight-zone.jpg,"picture in your mind, if you will",going through life with aphantasia,784,0
https://i.imgflip.com/2zyu1i.jpg,rod-serling-twilight-zone.jpg,don't you hate when you walk into a room and see chris hansen,and he says to have a seat?,503,0
https://i.imgflip.com/48lea8.jpg,rod-serling-twilight-zone.jpg,"imagine, if you will, a world where banks",want you to wear a mask when entering,1141,2
https://i.imgflip.com/2h3sgb.jpg,rod-serling-twilight-zone.jpg,imagine of you will,a world where politicians devoted their time to fixing problems rather than complaining about them.,834,0
https://i.imgflip.com/4bnstt.jpg,rod-serling-twilight-zone.jpg,imagine if you will,a university with one of the world’s top schools of public health being surprised that there are four clusters of #covid19 after less than one week of early reopening.,3091,1
https://i.imgflip.com/36mtd0.jpg,rod-serling-twilight-zone.jpg,imagine if you will logging on to imgflip,do you have now entered the twilight zone,436,4
https://i.imgflip.com/4b2mw7.jpg,rod-serling-twilight-zone.jpg,imagine if you will,a world where cats run around on two legs and opposable thumbs wielding fly sweaters with malice,331,1
https://i.imgflip.com/2hhros.jpg,rod-serling-twilight-zone.jpg,"imagine, if you will","a country with a terrible president who lost the popular vote, yet was elected, rivaled with mexico for no reason, and ended nafta. then, celebrities keep dying, and a shoe company is more controversial than politics.",1175,0
https://i.imgflip.com/19hezp.jpg,rod-serling-twilight-zone.jpg,"imagine, if you will, an entire country so ignorant","that the people willfully give billions of dollars in order to elect rich criminals to rule over their lives and steal more of their money , but believe they are free.",37566,0
https://i.imgflip.com/2jrur4.jpg,rod-serling-twilight-zone.jpg,imagine a world where millions of people,give trillions of dollars to corrupt politicians believing they'll fix climate change,1211,4
https://i.imgflip.com/2vzy4e.jpg,rod-serling-twilight-zone.jpg,imagine if you will,a place without fb,449,3
https://i.imgflip.com/2ik80l.jpg,rod-serling-twilight-zone.jpg,imagine a world,where we all are held accountable for all the stupid stuff we did as teenagers,950,4
https://i.imgflip.com/28q9cv.jpg,rod-serling-twilight-zone.jpg,when you're watching a show,and the asian parents aren't hyper concerned with their son's grades,1893,0
https://i.imgflip.com/1ruova.jpg,rod-serling-twilight-zone.jpg,imagin if you will,"a planet where fake news people, threaten to kill real news, and real people. welcome, to the orwellian zone",897,6
https://i.imgflip.com/1g92aa.jpg,rod-serling-twilight-zone.jpg,"imagine, if you will",a world where 6 mega corporations are the only authorized distributors of information and anything else is branded as fake news and is banned.,3896,0
https://i.imgflip.com/1qv6z5.jpg,rod-serling-twilight-zone.jpg,whatcha gonna do with all that junk,all that junk inside your trunk?,3932,5
https://i.imgflip.com/3chs3d.jpg,rod-serling-twilight-zone.jpg,"imagine if you will. . .  a world where combining breakfast and lunch is a brunch. and where combining lunch with dinner is a dunch. ""want to meet for dunch ted?""","""why, dunch with you sounds like a swell idea sam.""",929,1
https://i.imgflip.com/2iewr0.jpg,rod-serling-twilight-zone.jpg,"imagine, if you will",a world where bert and ernie are gay,823,2
https://i.imgflip.com/1q79ge.jpg,rod-serling-twilight-zone.jpg,imagine if you will an america,"with clean air, water, and food , and a government of for and by the people",2798,0
https://i.imgflip.com/1298ea.jpg,rod-serling-twilight-zone.jpg,"imagine, if you will, living in a country","where muslims make fun of the president. oh, you do... the obama zone !",1783,0
https://i.imgflip.com/1rsgtn.jpg,rod-serling-twilight-zone.jpg,imagine if you will,a place free of pseudo science,1048,0
https://i.imgflip.com/1cqrol.jpg,rod-serling-twilight-zone.jpg,"imagine if you will... an entire country so ignorant that the people willfully give billions of dollars to elect rich criminals to rule over their lives and steal their money..but believe they are free. there the signpost up ahead, your next stop:",election 2016,1268,5
https://i.imgflip.com/1utov6.jpg,rod-serling-twilight-zone.jpg,imagine if you will a president that doesn't tell you everything he does,"just to make himself seem like he is good at what he does. ""i go to boring meetings just for you!""",1279,0
https://i.imgflip.com/19ilhp.jpg,rod-serling-twilight-zone.jpg,imagine if you will,"an endless thread... filled with pinball, nakedness and hurt feelings",1873,0
https://i.imgflip.com/1s9w2v.jpg,rod-serling-twilight-zone.jpg,y  u  no,believe in tinkerbell ?,389,3
https://i.imgflip.com/2kk62l.jpg,rod-serling-twilight-zone.jpg,"imagine, if you will, a society in which people",put urls into web browsers instead of search e ngines.,566,1
https://i.imgflip.com/2cvv2y.jpg,rod-serling-twilight-zone.jpg,roses are red violets are blue,well...they just are...,265,1
